,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
0,US01,Alabama,2006,134,4628981.0,2.9,2.4,3.4,174.0
1,US02,Alaska,2006,29,675302.0,4.55,2.9,6.2,174.0
2,US04,Arizona,2006,479,6029141.0,7.95,7.2,8.7,174.0
3,US05,Arkansas,2006,149,2821761.0,5.25,4.4,6.1,174.0
4,US06,California,2006,1602,36021202.0,4.45,4.2,4.7,174.0
5,US08,Colorado,2006,337,4720423.0,7.15,6.4,7.9,174.0
6,US09,Connecticut,2006,238,3517460.0,6.75,5.9,7.6,174.0
7,US10,Delaware,2006,42,859268.0,5.05,3.5,6.6,174.0
8,US11,District of Columbia,2006,62,570681.0,11.1,8.3,13.9,174.0
9,US12,Florida,2006,1323,18166990.0,7.3,6.9,7.7,174.0
10,US13,Georgia,2006,344,9155813.0,3.8,3.4,4.2,174.0
11,US15,Hawaii,2006,67,1309731.0,5.25,4.0,6.5,174.0
12,US16,Idaho,2006,71,1468669.0,4.95,3.8,6.1,174.0
13,US17,Illinois,2006,929,12643955.0,7.35,6.9,7.8,174.0
14,US18,Indiana,2006,188,6332669.0,2.95,2.5,3.4,174.0
15,US19,Iowa,2006,101,2982644.0,3.35,2.7,4.0,174.0
16,US20,Kansas,2006,127,2762931.0,4.6,3.8,5.4,174.0
17,US21,Kentucky,2006,343,4219239.0,8.15,7.3,9.0,174.0
18,US22,Louisiana,2006,203,4302665.0,4.75,4.1,5.4,174.0
19,US23,Maine,2006,97,1323619.0,7.4,5.9,8.9,174.0
20,US24,Maryland,2006,584,5627367.0,10.35,9.5,11.2,174.0
21,US25,Massachusetts,2006,670,6410084.0,10.45,9.7,11.2,174.0
22,US26,Michigan,2006,641,10036081.0,6.4,5.9,6.9,174.0
23,US27,Minnesota,2006,188,5163555.0,3.65,3.1,4.2,174.0
24,US28,Mississippi,2006,69,2904978.0,2.4,1.8,3.0,174.0
25,US29,Missouri,2006,418,5842704.0,7.15,6.5,7.8,174.0
26,US30,Montana,2006,52,952692.0,5.65,4.1,7.2,174.0
27,US31,Nebraska,2006,34,1772693.0,2.0,1.3,2.7,174.0
28,US32,Nevada,2006,378,2522658.0,15.0,13.5,16.5,174.0
29,US33,New Hampshire,2006,108,1308389.0,8.25,6.7,9.8,174.0
30,US34,New Jersey,2006,377,8661679.0,4.35,3.9,4.8,174.0
31,US35,New Mexico,2006,252,1962137.0,12.85,11.3,14.4,174.0
32,US36,New York,2006,1056,19104631.0,5.55,5.2,5.9,174.0
33,US37,North Carolina,2006,708,8917270.0,7.95,7.4,8.5,174.0
34,US38,North Dakota,2006,360,649422.0,6.7166874222,5.7866749689,7.6466998755,174.0
35,US39,Ohio,2006,675,11481213.0,5.85,5.4,6.3,174.0
36,US40,Oklahoma,2006,394,3594090.0,10.95,9.9,12.0,174.0
37,US41,Oregon,2006,396,3670883.0,10.8,9.7,11.9,174.0
38,US42,Pennsylvania,2006,429,12510809.0,3.45,3.1,3.8,174.0
39,US44,Rhode Island,2006,132,1063096.0,12.4,10.3,14.5,174.0
40,US45,South Carolina,2006,234,4357847.0,5.4,4.7,6.1,174.0
41,US46,South Dakota,2006,24,783033.0,3.3,2.0,4.6,174.0
42,US47,Tennessee,2006,483,6088766.0,7.9,7.2,8.6,174.0
43,US48,Texas,2006,1107,23359580.0,4.75,4.5,5.0,174.0
44,US49,Utah,2006,343,2525507.0,13.55,12.1,15.0,174.0
45,US50,Vermont,2006,59,622892.0,9.7,7.2,12.2,174.0
46,US51,Virginia,2006,427,7673725.0,5.55,5.0,6.1,174.0
47,US53,Washington,2006,689,6370753.0,10.8,10.0,11.6,174.0
48,US54,West Virginia,2006,299,1827912.0,16.35,14.5,18.2,174.0
49,US55,Wisconsin,2006,352,5577655.0,6.35,5.7,7.0,174.0
50,US56,Wyoming,2006,14,522667.0,3.0,1.5,4.5,174.0
