,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
0,US01,Alabama,2008,195,4718206.0,4.15,3.6,4.7,196.0
1,US02,Alaska,2008,94,687455.0,13.85,11.0,16.7,196.0
2,US04,Arizona,2008,515,6280362.0,8.2,7.5,8.9,196.0
3,US05,Arkansas,2008,210,2874554.0,7.3,6.3,8.3,196.0
4,US06,California,2008,1889,36604337.0,5.15,4.9,5.4,196.0
5,US08,Colorado,2008,365,4889730.0,7.45,6.7,8.2,196.0
6,US09,Connecticut,2008,233,3545579.0,6.55,5.7,7.4,196.0
7,US10,Delaware,2008,68,883874.0,7.9,6.0,9.8,196.0
8,US11,District of Columbia,2008,33,580236.0,5.95,3.9,8.0,196.0
9,US12,Florida,2008,1523,18527305.0,8.2,7.8,8.6,196.0
10,US13,Georgia,2008,417,9504843.0,4.4,4.0,4.8,196.0
11,US15,Hawaii,2008,58,1332213.0,4.45,3.3,5.6,196.0
12,US16,Idaho,2008,75,1534320.0,4.95,3.8,6.1,196.0
13,US17,Illinois,2008,895,12747038.0,7.05,6.6,7.5,196.0
14,US18,Indiana,2008,324,6424806.0,5.05,4.5,5.6,196.0
15,US19,Iowa,2008,138,3016734.0,4.55,3.8,5.3,196.0
16,US20,Kansas,2008,103,2808076.0,3.7,3.0,4.4,196.0
17,US21,Kentucky,2008,377,4289878.0,8.8,7.9,9.7,196.0
18,US22,Louisiana,2008,141,4435586.0,3.2,2.7,3.7,196.0
19,US23,Maine,2008,108,1330509.0,8.1,6.6,9.6,196.0
20,US24,Maryland,2008,533,5684965.0,9.4,8.6,10.2,196.0
21,US25,Massachusetts,2008,612,6468967.0,9.45,8.7,10.2,196.0
22,US26,Michigan,2008,656,9946889.0,6.6,6.1,7.1,196.0
23,US27,Minnesota,2008,234,5247018.0,4.45,3.9,5.0,196.0
24,US28,Mississippi,2008,106,2947806.0,3.6,2.9,4.3,196.0
25,US29,Missouri,2008,490,5923916.0,8.25,7.5,9.0,196.0
26,US30,Montana,2008,70,976415.0,7.35,5.6,9.1,196.0
27,US31,Nebraska,2008,30,1796378.0,1.75,1.1,2.4,196.0
28,US32,Nevada,2008,437,2653630.0,16.45,14.9,18.0,196.0
29,US33,New Hampshire,2008,94,1315906.0,7.25,5.8,8.7,196.0
30,US34,New Jersey,2008,347,8711090.0,4.0,3.6,4.4,196.0
31,US35,New Mexico,2008,330,2010662.0,16.4,14.6,18.2,196.0
32,US36,New York,2008,1169,19212436.0,6.05,5.7,6.4,196.0
33,US37,North Carolina,2008,859,9309449.0,9.2,8.6,9.8,196.0
34,US38,North Dakota,2008,32,657569.0,5.1,3.3,6.9,196.0
35,US39,Ohio,2008,863,11515391.0,7.5,7.0,8.0,196.0
36,US40,Oklahoma,2008,416,3668976.0,11.3,10.2,12.4,196.0
37,US41,Oregon,2008,348,3768748.0,9.25,8.3,10.2,196.0
38,US42,Pennsylvania,2008,620,12612285.0,4.9,4.5,5.3,196.0
39,US44,Rhode Island,2008,133,1055003.0,12.6,10.5,14.7,196.0
40,US45,South Carolina,2008,228,4528996.0,5.05,4.4,5.7,196.0
41,US46,South Dakota,2008,32,799124.0,4.2,2.7,5.7,196.0
42,US47,Tennessee,2008,499,6247411.0,8.0,7.3,8.7,196.0
43,US48,Texas,2008,986,24309039.0,4.05,3.8,4.3,196.0
44,US49,Utah,2008,371,2663029.0,13.9,12.5,15.3,196.0
45,US50,Vermont,2008,59,624151.0,9.7,7.2,12.2,196.0
46,US51,Virginia,2008,501,7833496.0,6.4,5.8,7.0,196.0
47,US53,Washington,2008,712,6562231.0,10.85,10.1,11.6,196.0
48,US54,West Virginia,2008,387,1840310.0,21.0,18.9,23.1,196.0
49,US55,Wisconsin,2008,380,5640996.0,6.75,6.1,7.4,196.0
50,US56,Wyoming,2008,48,546043.0,9.1,6.5,11.7,196.0
