,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
0,US01,Alabama,2014,282,4849377.0,5.8,5.1,6.5,196.0
1,US02,Alaska,2014,79,736732.0,10.95,8.5,13.4,196.0
2,US04,Arizona,2014,616,6731484.0,9.15,8.4,9.9,196.0
3,US05,Arkansas,2014,179,2966369.0,6.05,5.2,6.9,196.0
4,US06,California,2014,2159,38802500.0,5.55,5.3,5.8,196.0
5,US08,Colorado,2014,532,5355866.0,9.95,9.1,10.8,196.0
6,US09,Connecticut,2014,531,3596677.0,14.75,13.5,16.0,196.0
7,US10,Delaware,2014,125,935614.0,13.35,11.0,15.7,196.0
8,US11,District of Columbia,2014,65,658893.0,10.1,7.6,12.6,196.0
9,US12,Florida,2014,1446,19893297.0,7.25,6.9,7.6,196.0
10,US13,Georgia,2014,724,10097343.0,7.15,6.6,7.7,196.0
11,US15,Hawaii,2014,62,1419561.0,4.45,3.3,5.6,196.0
12,US16,Idaho,2014,80,1634464.0,5.0,3.9,6.1,196.0
13,US17,Illinois,2014,1263,12880580.0,9.8,9.3,10.3,196.0
14,US18,Indiana,2014,489,6596855.0,7.45,6.8,8.1,196.0
15,US19,Iowa,2014,170,3107126.0,5.45,4.6,6.3,196.0
16,US20,Kansas,2014,188,2904021.0,6.45,5.5,7.4,196.0
17,US21,Kentucky,2014,762,4413457.0,17.25,16.0,18.5,196.0
18,US22,Louisiana,2014,266,4649676.0,5.7,5.0,6.4,196.0
19,US23,Maine,2014,174,1330089.0,13.05,11.1,15.0,196.0
20,US24,Maryland,2014,932,5976407.0,15.6,14.6,16.6,196.0
21,US25,Massachusetts,2014,1161,6745408.0,17.2,16.2,18.2,196.0
22,US26,Michigan,2014,1076,9909877.0,10.85,10.2,11.5,196.0
23,US27,Minnesota,2014,331,5457173.0,6.05,5.4,6.7,196.0
24,US28,Mississippi,2014,117,2994079.0,3.9,3.2,4.6,196.0
25,US29,Missouri,2014,726,6063589.0,11.95,11.1,12.8,196.0
26,US30,Montana,2014,54,1023579.0,5.45,4.0,6.9,196.0
27,US31,Nebraska,2014,60,1881503.0,3.25,2.4,4.1,196.0
28,US32,Nevada,2014,413,2839099.0,14.5,13.1,15.9,196.0
29,US33,New Hampshire,2014,302,1326813.0,22.75,20.2,25.3,196.0
30,US34,New Jersey,2014,757,8938175.0,8.5,7.9,9.1,196.0
31,US35,New Mexico,2014,416,2085572.0,19.95,18.0,21.9,196.0
32,US36,New York,2014,1787,19746227.0,9.05,8.6,9.5,196.0
33,US37,North Carolina,2014,979,9943964.0,9.85,9.2,10.5,196.0
34,US38,North Dakota,2014,34,739482.0,4.8,3.2,6.4,196.0
35,US39,Ohio,2014,2175,11594163.0,18.75,18.0,19.5,196.0
36,US40,Oklahoma,2014,504,3878051.0,13.0,11.9,14.1,196.0
37,US41,Oregon,2014,347,3970239.0,8.75,7.8,9.7,196.0
38,US42,Pennsylvania,2014,1110,12787209.0,8.7,8.2,9.2,196.0
39,US44,Rhode Island,2014,211,1055173.0,20.0,17.3,22.7,196.0
40,US45,South Carolina,2014,530,4832482.0,10.95,10.0,11.9,196.0
41,US46,South Dakota,2014,33,853175.0,4.05,2.7,5.4,196.0
42,US47,Tennessee,2014,892,6549352.0,13.6,12.7,14.5,196.0
43,US48,Texas,2014,1219,26956958.0,4.55,4.3,4.8,196.0
44,US49,Utah,2014,471,2942902.0,16.05,14.6,17.5,196.0
45,US50,Vermont,2014,72,626562.0,11.75,9.0,14.5,196.0
46,US51,Virginia,2014,775,8326289.0,9.35,8.7,10.0,196.0
47,US53,Washington,2014,692,7061530.0,9.8,9.1,10.5,196.0
48,US54,West Virginia,2014,585,1850326.0,31.65,29.1,34.2,196.0
49,US55,Wisconsin,2014,640,5757564.0,11.15,10.3,12.0,196.0
50,US56,Wyoming,2014,57,584153.0,10.0,7.4,12.6,196.0
