,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
0,US01,Alabama,2000,46,4447100.0,1.1,0.8,1.4,126.0
1,US02,Alaska,2000,27,626932.0,4.55,2.8,6.3,126.0
2,US04,Arizona,2000,249,5130632.0,4.9,4.3,5.5,126.0
3,US05,Arkansas,2000,20,2673400.0,0.85,0.5,1.2,126.0
4,US06,California,2000,1105,33871648.0,3.3,3.1,3.5,126.0
5,US08,Colorado,2000,184,4301261.0,4.3,3.7,4.9,126.0
6,US09,Connecticut,2000,173,3405565.0,5.05,4.3,5.8,126.0
7,US10,Delaware,2000,36,783600.0,4.8,3.2,6.4,126.0
8,US11,District of Columbia,2000,43,572059.0,7.75,5.4,10.1,126.0
9,US12,Florida,2000,571,15982378.0,3.6,3.3,3.9,126.0
10,US13,Georgia,2000,134,8186453.0,1.65,1.4,1.9,126.0
11,US15,Hawaii,2000,31,1211537.0,2.65,1.7,3.6,126.0
12,US16,Idaho,2000,29,1293953.0,2.35,1.5,3.2,126.0
13,US17,Illinois,2000,629,12419293.0,5.1,4.7,5.5,126.0
14,US18,Indiana,2000,47,6080485.0,0.8,0.6,1.0,126.0
15,US19,Iowa,2000,19,2926324.0,0.7,0.4,1.0,126.0
16,US20,Kansas,2000,23,2688418.0,0.9,0.5,1.3,126.0
17,US21,Kentucky,2000,94,4041769.0,2.35,1.9,2.8,126.0
18,US22,Louisiana,2000,53,4468976.0,1.25,0.9,1.6,126.0
19,US23,Maine,2000,42,1274923.0,3.45,2.4,4.5,126.0
20,US24,Maryland,2000,497,5296486.0,9.4,8.6,10.2,126.0
21,US25,Massachusetts,2000,319,6349097.0,5.05,4.5,5.6,126.0
22,US26,Michigan,2000,196,9938444.0,1.95,1.7,2.2,126.0
23,US27,Minnesota,2000,69,4919479.0,1.45,1.1,1.8,126.0
24,US28,Mississippi,2000,14,2844658.0,0.55,0.3,0.8,126.0
25,US29,Missouri,2000,138,5595211.0,2.5,2.1,2.9,126.0
26,US30,Montana,2000,13,902195.0,1.65,0.8,2.5,126.0
27,US31,Nebraska,2000,16,1711263.0,1.0,0.5,1.5,126.0
28,US32,Nevada,2000,203,1998257.0,10.2,8.8,11.6,126.0
29,US33,New Hampshire,2000,29,1235786.0,2.5,1.6,3.4,126.0
30,US34,New Jersey,2000,363,8414350.0,4.35,3.9,4.8,126.0
31,US35,New Mexico,2000,190,1819046.0,10.45,9.0,11.9,126.0
32,US36,New York,2000,521,18976457.0,2.75,2.5,3.0,126.0
33,US37,North Carolina,2000,292,8049313.0,3.6,3.2,4.0,126.0
34,US38,North Dakota,2000,360,642200.0,6.7166874222,5.7866749689,7.6466998755,126.0
35,US39,Ohio,2000,270,11353140.0,2.4,2.1,2.7,126.0
36,US40,Oklahoma,2000,136,3450654.0,3.95,3.3,4.6,126.0
37,US41,Oregon,2000,178,3421399.0,5.2,4.4,6.0,126.0
38,US42,Pennsylvania,2000,330,12281054.0,2.7,2.4,3.0,126.0
39,US44,Rhode Island,2000,61,1048319.0,6.0,4.5,7.5,126.0
40,US45,South Carolina,2000,90,4012012.0,2.3,1.8,2.8,126.0
41,US46,South Dakota,2000,360,754844.0,6.7166874222,5.7866749689,7.6466998755,126.0
42,US47,Tennessee,2000,103,5689283.0,1.85,1.5,2.2,126.0
43,US48,Texas,2000,457,20851820.0,2.2,2.0,2.4,126.0
44,US49,Utah,2000,159,2233169.0,7.1,6.0,8.2,126.0
45,US50,Vermont,2000,24,608827.0,4.2,2.5,5.9,126.0
46,US51,Virginia,2000,260,7078515.0,3.65,3.2,4.1,126.0
47,US53,Washington,2000,374,5894121.0,6.35,5.7,7.0,126.0
48,US54,West Virginia,2000,52,1808344.0,2.95,2.1,3.8,126.0
49,US55,Wisconsin,2000,117,5363675.0,2.2,1.8,2.6,126.0
50,US56,Wyoming,2000,10,493782.0,2.35,1.0,3.7,126.0
