,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
0,US01,Alabama,2012,175,4822023.0,3.65,3.1,4.2,217.0
1,US02,Alaska,2012,81,731449.0,11.3,8.8,13.8,217.0
2,US04,Arizona,2012,565,6553255.0,8.6,7.9,9.3,217.0
3,US05,Arkansas,2012,181,2949131.0,6.1,5.2,7.0,217.0
4,US06,California,2012,1847,38041430.0,4.85,4.6,5.1,217.0
5,US08,Colorado,2012,415,5187582.0,8.0,7.2,8.8,217.0
6,US09,Connecticut,2012,202,3590347.0,5.65,4.9,6.4,217.0
7,US10,Delaware,2012,86,917092.0,9.55,7.5,11.6,217.0
8,US11,District of Columbia,2012,45,632323.0,7.35,5.2,9.5,217.0
9,US12,Florida,2012,1383,19317568.0,7.15,6.8,7.5,217.0
10,US13,Georgia,2012,551,9919945.0,5.55,5.1,6.0,217.0
11,US15,Hawaii,2012,64,1392313.0,4.7,3.5,5.9,217.0
12,US16,Idaho,2012,61,1595728.0,3.9,2.9,4.9,217.0
13,US17,Illinois,2012,1204,12875255.0,9.35,8.8,9.9,217.0
14,US18,Indiana,2012,397,6537334.0,6.1,5.5,6.7,217.0
15,US19,Iowa,2012,185,3074186.0,6.05,5.2,6.9,217.0
16,US20,Kansas,2012,184,2885905.0,6.4,5.5,7.3,217.0
17,US21,Kentucky,2012,713,4380415.0,16.3,15.1,17.5,217.0
18,US22,Louisiana,2012,180,4601893.0,3.9,3.3,4.5,217.0
19,US23,Maine,2012,107,1329192.0,8.05,6.5,9.6,217.0
20,US24,Maryland,2012,667,5884563.0,11.35,10.5,12.2,217.0
21,US25,Massachusetts,2012,712,6646144.0,10.7,9.9,11.5,217.0
22,US26,Michigan,2012,700,9883360.0,7.1,6.6,7.6,217.0
23,US27,Minnesota,2012,298,5379139.0,5.55,4.9,6.2,217.0
24,US28,Mississippi,2012,112,2984926.0,3.75,3.1,4.4,217.0
25,US29,Missouri,2012,556,6021988.0,9.25,8.5,10.0,217.0
26,US30,Montana,2012,53,1005141.0,5.4,3.9,6.9,217.0
27,US31,Nebraska,2012,60,1855525.0,3.35,2.5,4.2,217.0
28,US32,Nevada,2012,493,2758931.0,17.85,16.3,19.4,217.0
29,US33,New Hampshire,2012,134,1320718.0,10.15,8.4,11.9,217.0
30,US34,New Jersey,2012,625,8864590.0,7.05,6.5,7.6,217.0
31,US35,New Mexico,2012,339,2085538.0,16.25,14.5,18.0,217.0
32,US36,New York,2012,1576,19570261.0,8.1,7.7,8.5,217.0
33,US37,North Carolina,2012,841,9752073.0,8.6,8.0,9.2,217.0
34,US38,North Dakota,2012,360,699628.0,6.7166874222,5.7866749689,7.6466998755,217.0
35,US39,Ohio,2012,1403,11544225.0,12.15,11.5,12.8,217.0
36,US40,Oklahoma,2012,538,3814820.0,14.1,12.9,15.3,217.0
37,US41,Oregon,2012,369,3899353.0,9.45,8.5,10.4,217.0
38,US42,Pennsylvania,2012,840,12763536.0,6.55,6.1,7.0,217.0
39,US44,Rhode Island,2012,143,1050292.0,13.6,11.4,15.8,217.0
40,US45,South Carolina,2012,245,4723723.0,5.15,4.5,5.8,217.0
41,US46,South Dakota,2012,26,833354.0,3.3,2.0,4.6,217.0
42,US47,Tennessee,2012,748,6456243.0,11.6,10.8,12.4,217.0
43,US48,Texas,2012,1179,26059203.0,4.55,4.3,4.8,217.0
44,US49,Utah,2012,438,2855287.0,15.35,13.9,16.8,217.0
45,US50,Vermont,2012,57,626011.0,9.35,6.9,11.8,217.0
46,US51,Virginia,2012,547,8185867.0,6.65,6.1,7.2,217.0
47,US53,Washington,2012,717,6897012.0,10.4,9.6,11.2,217.0
48,US54,West Virginia,2012,513,1855413.0,27.65,25.3,30.0,217.0
49,US55,Wisconsin,2012,496,5726398.0,8.65,7.9,9.4,217.0
50,US56,Wyoming,2012,47,576412.0,8.4,6.0,10.8,217.0
