,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
0,US01,Alabama,2013,175,4833722.0,3.65,3.1,4.2,207.0
1,US02,Alaska,2013,69,735132.0,9.6,7.3,11.9,207.0
2,US04,Arizona,2013,545,6626624.0,8.2,7.5,8.9,207.0
3,US05,Arkansas,2013,175,2959373.0,5.9,5.0,6.8,207.0
4,US06,California,2013,2088,38332521.0,5.45,5.2,5.7,207.0
5,US08,Colorado,2013,443,5268367.0,8.4,7.6,9.2,207.0
6,US09,Connecticut,2013,442,3596080.0,12.25,11.1,13.4,207.0
7,US10,Delaware,2013,115,925749.0,12.45,10.2,14.7,207.0
8,US11,District of Columbia,2013,60,646449.0,9.5,7.1,11.9,207.0
9,US12,Florida,2013,1327,19552860.0,6.8,6.4,7.2,207.0
10,US13,Georgia,2013,539,9992167.0,5.35,4.9,5.8,207.0
11,US15,Hawaii,2013,70,1404054.0,5.1,3.9,6.3,207.0
12,US16,Idaho,2013,81,1612136.0,5.1,4.0,6.2,207.0
13,US17,Illinois,2013,1139,12882135.0,8.85,8.3,9.4,207.0
14,US18,Indiana,2013,387,6570902.0,5.9,5.3,6.5,207.0
15,US19,Iowa,2013,190,3090416.0,6.15,5.3,7.0,207.0
16,US20,Kansas,2013,171,2893957.0,5.9,5.0,6.8,207.0
17,US21,Kentucky,2013,689,4395295.0,15.65,14.5,16.8,207.0
18,US22,Louisiana,2013,270,4625470.0,5.8,5.1,6.5,207.0
19,US23,Maine,2013,134,1328302.0,10.1,8.4,11.8,207.0
20,US24,Maryland,2013,759,5928814.0,12.8,11.9,13.7,207.0
21,US25,Massachusetts,2013,910,6692824.0,13.6,12.7,14.5,207.0
22,US26,Michigan,2013,934,9895622.0,9.4,8.8,10.0,207.0
23,US27,Minnesota,2013,314,5420380.0,5.8,5.2,6.4,207.0
24,US28,Mississippi,2013,103,2991207.0,3.45,2.8,4.1,207.0
25,US29,Missouri,2013,644,6044171.0,10.65,9.8,11.5,207.0
26,US30,Montana,2013,68,1015165.0,6.85,5.2,8.5,207.0
27,US31,Nebraska,2013,42,1868516.0,2.3,1.6,3.0,207.0
28,US32,Nevada,2013,443,2790136.0,15.9,14.4,17.4,207.0
29,US33,New Hampshire,2013,161,1323459.0,12.15,10.3,14.0,207.0
30,US34,New Jersey,2013,711,8899339.0,8.0,7.4,8.6,207.0
31,US35,New Mexico,2013,350,2085287.0,16.75,15.0,18.5,207.0
32,US36,New York,2013,1732,19651127.0,8.8,8.4,9.2,207.0
33,US37,North Carolina,2013,840,9848060.0,8.55,8.0,9.1,207.0
34,US38,North Dakota,2013,14,723393.0,2.15,1.1,3.2,207.0
35,US39,Ohio,2013,1695,11570808.0,14.65,14.0,15.3,207.0
36,US40,Oklahoma,2013,521,3850568.0,13.55,12.4,14.7,207.0
37,US41,Oregon,2013,310,3930065.0,7.9,7.0,8.8,207.0
38,US42,Pennsylvania,2013,970,12773801.0,7.6,7.1,8.1,207.0
39,US44,Rhode Island,2013,195,1051511.0,18.5,15.9,21.1,207.0
40,US45,South Carolina,2013,250,4774839.0,5.25,4.6,5.9,207.0
41,US46,South Dakota,2013,34,844877.0,4.2,2.8,5.6,207.0
42,US47,Tennessee,2013,789,6495978.0,12.15,11.3,13.0,207.0
43,US48,Texas,2013,1114,26448193.0,4.25,4.0,4.5,207.0
44,US49,Utah,2013,444,2900872.0,15.3,13.9,16.7,207.0
45,US50,Vermont,2013,75,626630.0,12.2,9.4,15.0,207.0
46,US51,Virginia,2013,651,8260405.0,7.9,7.3,8.5,207.0
47,US53,Washington,2013,667,6971406.0,9.55,8.8,10.3,207.0
48,US54,West Virginia,2013,518,1854304.0,27.9,25.5,30.3,207.0
49,US55,Wisconsin,2013,604,5742713.0,10.55,9.7,11.4,207.0
50,US56,Wyoming,2013,52,582658.0,9.2,6.7,11.7,207.0
