,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
0,US01,Alabama,2004,92,4530729.0,2.05,1.6,2.5,155.0
1,US02,Alaska,2004,11,659286.0,1.9,0.8,3.0,155.0
2,US04,Arizona,2004,360,5652404.0,6.35,5.7,7.0,155.0
3,US05,Arkansas,2004,133,2749686.0,4.85,4.0,5.7,155.0
4,US06,California,2004,1547,35574576.0,4.35,4.1,4.6,155.0
5,US08,Colorado,2004,233,4575013.0,5.05,4.4,5.7,155.0
6,US09,Connecticut,2004,196,3496094.0,5.6,4.8,6.4,155.0
7,US10,Delaware,2004,38,830803.0,4.75,3.2,6.3,155.0
8,US11,District of Columbia,2004,53,567754.0,9.6,7.0,12.2,155.0
9,US12,Florida,2004,1258,17415318.0,7.2,6.8,7.6,155.0
10,US13,Georgia,2004,269,8769252.0,3.05,2.7,3.4,155.0
11,US15,Hawaii,2004,64,1273569.0,5.15,3.9,6.4,155.0
12,US16,Idaho,2004,48,1391802.0,3.55,2.5,4.6,155.0
13,US17,Illinois,2004,575,12589773.0,4.55,4.2,4.9,155.0
14,US18,Indiana,2004,150,6233007.0,2.4,2.0,2.8,155.0
15,US19,Iowa,2004,65,2953635.0,2.25,1.7,2.8,155.0
16,US20,Kansas,2004,118,2734373.0,4.3,3.5,5.1,155.0
17,US21,Kentucky,2004,237,4146101.0,5.7,5.0,6.4,155.0
18,US22,Louisiana,2004,158,4552238.0,3.45,2.9,4.0,155.0
19,US23,Maine,2004,105,1313688.0,8.0,6.5,9.5,155.0
20,US24,Maryland,2004,493,5546935.0,8.9,8.1,9.7,155.0
21,US25,Massachusetts,2004,467,6412281.0,7.25,6.6,7.9,155.0
22,US26,Michigan,2004,390,10055315.0,3.9,3.5,4.3,155.0
23,US27,Minnesota,2004,149,5087713.0,2.95,2.5,3.4,155.0
24,US28,Mississippi,2004,28,2889010.0,1.0,0.6,1.4,155.0
25,US29,Missouri,2004,284,5747741.0,4.95,4.4,5.5,155.0
26,US30,Montana,2004,46,930009.0,5.1,3.6,6.6,155.0
27,US31,Nebraska,2004,26,1749370.0,1.6,1.0,2.2,155.0
28,US32,Nevada,2004,330,2346222.0,14.05,12.5,15.6,155.0
29,US33,New Hampshire,2004,92,1290121.0,7.2,5.7,8.7,155.0
30,US34,New Jersey,2004,326,8634561.0,3.8,3.4,4.2,155.0
31,US35,New Mexico,2004,192,1903808.0,10.1,8.7,11.5,155.0
32,US36,New York,2004,514,19171567.0,2.65,2.4,2.9,155.0
33,US37,North Carolina,2004,576,8553152.0,6.75,6.2,7.3,155.0
34,US38,North Dakota,2004,13,644705.0,2.25,1.1,3.4,155.0
35,US39,Ohio,2004,557,11452251.0,4.9,4.5,5.3,155.0
36,US40,Oklahoma,2004,325,3525233.0,9.2,8.2,10.2,155.0
37,US41,Oregon,2004,274,3569463.0,7.7,6.8,8.6,155.0
38,US42,Pennsylvania,2004,484,12410722.0,3.9,3.6,4.2,155.0
39,US44,Rhode Island,2004,80,1074579.0,7.6,5.9,9.3,155.0
40,US45,South Carolina,2004,134,4210921.0,3.15,2.6,3.7,155.0
41,US46,South Dakota,2004,21,770396.0,2.95,1.7,4.2,155.0
42,US47,Tennessee,2004,403,5910809.0,6.85,6.2,7.5,155.0
43,US48,Texas,2004,836,22394023.0,3.75,3.5,4.0,155.0
44,US49,Utah,2004,275,2401580.0,11.45,10.1,12.8,155.0
45,US50,Vermont,2004,41,619920.0,6.85,4.7,9.0,155.0
46,US51,Virginia,2004,399,7475575.0,5.35,4.8,5.9,155.0
47,US53,Washington,2004,606,6178645.0,9.8,9.0,10.6,155.0
48,US54,West Virginia,2004,273,1816438.0,15.0,13.2,16.8,155.0
49,US55,Wisconsin,2004,226,5514026.0,4.1,3.6,4.6,155.0
50,US56,Wyoming,2004,14,509106.0,3.05,1.5,4.6,155.0
