,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
0,US01,Alabama,2011,180,4802740.0,3.75,3.2,4.3,219.0
1,US02,Alaska,2011,72,722718.0,10.15,7.8,12.5,219.0
2,US04,Arizona,2011,596,6482505.0,9.2,8.5,9.9,219.0
3,US05,Arkansas,2011,176,2937979.0,6.0,5.1,6.9,219.0
4,US06,California,2011,2057,37691912.0,5.45,5.2,5.7,219.0
5,US08,Colorado,2011,423,5116796.0,8.3,7.5,9.1,219.0
6,US09,Connecticut,2011,213,3580709.0,5.9,5.1,6.7,219.0
7,US10,Delaware,2011,115,907135.0,12.7,10.4,15.0,219.0
8,US11,District of Columbia,2011,57,617996.0,9.45,7.0,11.9,219.0
9,US12,Florida,2011,1637,19057542.0,8.6,8.2,9.0,219.0
10,US13,Georgia,2011,549,9815210.0,5.6,5.1,6.1,219.0
11,US15,Hawaii,2011,78,1374810.0,5.8,4.5,7.1,219.0
12,US16,Idaho,2011,80,1584985.0,5.15,4.0,6.3,219.0
13,US17,Illinois,2011,955,12869257.0,7.45,7.0,7.9,219.0
14,US18,Indiana,2011,375,6516922.0,5.75,5.2,6.3,219.0
15,US19,Iowa,2011,183,3062309.0,5.95,5.1,6.8,219.0
16,US20,Kansas,2011,131,2871238.0,4.55,3.8,5.3,219.0
17,US21,Kentucky,2011,707,4369356.0,16.2,15.0,17.4,219.0
18,US22,Louisiana,2011,121,4574836.0,2.65,2.2,3.1,219.0
19,US23,Maine,2011,95,1328188.0,7.25,5.8,8.7,219.0
20,US24,Maryland,2011,562,5828289.0,9.6,8.8,10.4,219.0
21,US25,Massachusetts,2011,669,6587536.0,10.15,9.4,10.9,219.0
22,US26,Michigan,2011,756,9876187.0,7.65,7.1,8.2,219.0
23,US27,Minnesota,2011,295,5344861.0,5.5,4.9,6.1,219.0
24,US28,Mississippi,2011,84,2978512.0,2.85,2.2,3.5,219.0
25,US29,Missouri,2011,614,6010688.0,10.2,9.4,11.0,219.0
26,US30,Montana,2011,63,998199.0,6.45,4.8,8.1,219.0
27,US31,Nebraska,2011,54,1842641.0,3.0,2.2,3.8,219.0
28,US32,Nevada,2011,532,2723322.0,19.55,17.9,21.2,219.0
29,US33,New Hampshire,2011,158,1318194.0,12.0,10.1,13.9,219.0
30,US34,New Jersey,2011,478,8821155.0,5.4,4.9,5.9,219.0
31,US35,New Mexico,2011,254,2082224.0,12.2,10.7,13.7,219.0
32,US36,New York,2011,1417,19465197.0,7.3,6.9,7.7,219.0
33,US37,North Carolina,2011,829,9656401.0,8.6,8.0,9.2,219.0
34,US38,North Dakota,2011,10,683932.0,1.7,0.7,2.7,219.0
35,US39,Ohio,2011,1333,11544951.0,11.55,10.9,12.2,219.0
36,US40,Oklahoma,2011,492,3791508.0,12.95,11.8,14.1,219.0
37,US41,Oregon,2011,402,3871859.0,10.4,9.4,11.4,219.0
38,US42,Pennsylvania,2011,770,12742886.0,6.05,5.6,6.5,219.0
39,US44,Rhode Island,2011,145,1051302.0,13.75,11.5,16.0,219.0
40,US45,South Carolina,2011,249,4679230.0,5.35,4.7,6.0,219.0
41,US46,South Dakota,2011,35,824082.0,4.45,3.0,5.9,219.0
42,US47,Tennessee,2011,663,6403353.0,10.35,9.6,11.1,219.0
43,US48,Texas,2011,1218,25674681.0,4.75,4.5,5.0,219.0
44,US49,Utah,2011,394,2817222.0,14.0,12.6,15.4,219.0
45,US50,Vermont,2011,60,626431.0,9.8,7.3,12.3,219.0
46,US51,Virginia,2011,582,8096604.0,7.2,6.6,7.8,219.0
47,US53,Washington,2011,712,6830038.0,10.45,9.7,11.2,219.0
48,US54,West Virginia,2011,596,1855364.0,32.1,29.5,34.7,219.0
49,US55,Wisconsin,2011,484,5711767.0,8.45,7.7,9.2,219.0
50,US56,Wyoming,2011,47,568158.0,8.55,6.1,11.0,219.0
