,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
0,US01,Alabama,2010,194,4779736.0,4.05,3.5,4.6,210.0
1,US02,Alaska,2010,71,710231.0,10.2,7.8,12.6,210.0
2,US04,Arizona,2010,650,6392017.0,10.2,9.4,11.0,210.0
3,US05,Arkansas,2010,198,2915918.0,6.75,5.8,7.7,210.0
4,US06,California,2010,2059,37253956.0,5.55,5.3,5.8,210.0
5,US08,Colorado,2010,325,5029196.0,6.5,5.8,7.2,210.0
6,US09,Connecticut,2010,225,3574097.0,6.3,5.5,7.1,210.0
7,US10,Delaware,2010,116,897934.0,12.95,10.6,15.3,210.0
8,US11,District of Columbia,2010,36,601723.0,6.25,4.2,8.3,210.0
9,US12,Florida,2010,1739,18801310.0,9.25,8.8,9.7,210.0
10,US13,Georgia,2010,550,9687653.0,5.7,5.2,6.2,210.0
11,US15,Hawaii,2010,77,1360301.0,5.8,4.5,7.1,210.0
12,US16,Idaho,2010,81,1567582.0,5.25,4.1,6.4,210.0
13,US17,Illinois,2010,921,12830632.0,7.15,6.7,7.6,210.0
14,US18,Indiana,2010,300,6483802.0,4.65,4.1,5.2,210.0
15,US19,Iowa,2010,163,3046355.0,5.35,4.5,6.2,210.0
16,US20,Kansas,2010,111,2853118.0,3.9,3.2,4.6,210.0
17,US21,Kentucky,2010,624,4339367.0,14.4,13.3,15.5,210.0
18,US22,Louisiana,2010,130,4533372.0,2.9,2.4,3.4,210.0
19,US23,Maine,2010,91,1328361.0,6.95,5.5,8.4,210.0
20,US24,Maryland,2010,522,5773552.0,9.05,8.3,9.8,210.0
21,US25,Massachusetts,2010,577,6547629.0,8.8,8.1,9.5,210.0
22,US26,Michigan,2010,725,9883640.0,7.35,6.8,7.9,210.0
23,US27,Minnesota,2010,242,5303925.0,4.55,4.0,5.1,210.0
24,US28,Mississippi,2010,105,2967297.0,3.55,2.9,4.2,210.0
25,US29,Missouri,2010,612,5988927.0,10.2,9.4,11.0,210.0
26,US30,Montana,2010,55,989415.0,5.7,4.2,7.2,210.0
27,US31,Nebraska,2010,61,1826341.0,3.45,2.6,4.3,210.0
28,US32,Nevada,2010,520,2700551.0,19.25,17.6,20.9,210.0
29,US33,New Hampshire,2010,119,1316470.0,9.05,7.4,10.7,210.0
30,US34,New Jersey,2010,384,8791894.0,4.35,3.9,4.8,210.0
31,US35,New Mexico,2010,201,2059179.0,9.75,8.4,11.1,210.0
32,US36,New York,2010,1115,19378102.0,5.75,5.4,6.1,210.0
33,US37,North Carolina,2010,787,9535483.0,8.25,7.7,8.8,210.0
34,US38,North Dakota,2010,18,672591.0,2.9,1.6,4.2,210.0
35,US39,Ohio,2010,1197,11536504.0,10.4,9.8,11.0,210.0
36,US40,Oklahoma,2010,523,3751351.0,13.9,12.7,15.1,210.0
37,US41,Oregon,2010,337,3831074.0,8.8,7.9,9.7,210.0
38,US42,Pennsylvania,2010,640,12702379.0,5.0,4.6,5.4,210.0
39,US44,Rhode Island,2010,112,1052567.0,10.65,8.7,12.6,210.0
40,US45,South Carolina,2010,278,4625364.0,6.0,5.3,6.7,210.0
41,US46,South Dakota,2010,33,814180.0,4.25,2.8,5.7,210.0
42,US47,Tennessee,2010,652,6346105.0,10.3,9.5,11.1,210.0
43,US48,Texas,2010,1171,25145561.0,4.65,4.4,4.9,210.0
44,US49,Utah,2010,353,2763885.0,12.75,11.4,14.1,210.0
45,US50,Vermont,2010,45,625741.0,7.4,5.2,9.6,210.0
46,US51,Virginia,2010,400,8001024.0,5.0,4.5,5.5,210.0
47,US53,Washington,2010,648,6724540.0,9.65,8.9,10.4,210.0
48,US54,West Virginia,2010,495,1852994.0,26.75,24.4,29.1,210.0
49,US55,Wisconsin,2010,420,5686986.0,7.4,6.7,8.1,210.0
50,US56,Wyoming,2010,49,563626.0,8.95,6.4,11.5,210.0
